OrderID,ProductID,Quantity,UnitPrice
1970,1010,1,7740
1970,1797,2,210
1970,1141,3,3170
1971,1867,3,3020
1971,1845,2,3880
1972,1281,1,1170
1972,1202,3,2000
1973,1424,1,620
1973,1562,2,610
1973,1501,2,1290
1974,1864,3,2160
1974,1972,3,1220
1974,1894,1,150
1975,1602,3,190
1975,1012,1,4950
1975,1741,1,530
1976,1281,1,1170
1976,1371,3,380
1976,1230,3,940
1977,1609,2,130
1977,1671,1,280
1978,1561,2,6540
1978,1972,3,1220
1978,1577,3,8450
1979,1883,1,300
1979,1804,3,3000
1979,1901,3,1990
1979,1839,2,2980
1980,1587,2,4440
1980,1461,3,5300
1980,1462,2,5140
1981,1381,1,1290
1981,1342,3,640
1981,1871,3,2470
1982,1785,3,310
1982,1730,3,850
1982,1611,2,280
1983,1184,3,1310
1983,1860,3,2330
1983,1197,3,5460
1983,1023,2,3550
1984,1099,2,6120
1984,1243,3,1730
1984,1324,2,1040
1985,1464,1,7550
1985,1441,3,1510
1985,1522,3,2450
1985,1123,2,2770
1986,1019,2,3650
1986,1151,1,2700
1987,1694,2,190
1987,1670,2,900
1987,1783,2,640
1988,1656,1,660
1988,1941,1,2700
1989,1984,3,600
1989,1985,2,2270
1989,1250,2,2200
1989,1829,2,2630
1990,1418,1,2260
1990,1894,1,150
1991,2000,1,1590
1991,1238,3,1550
1991,1014,2,3790
1992,1577,1,8450
1992,1541,1,5240
1993,1137,2,5550
1993,1004,1,2030
1993,1406,2,4860
1993,1103,1,6360
1994,1009,3,1970
1994,1731,3,910
1994,1629,3,640
1995,1607,1,720
1996,1030,1,360
1996,1655,2,920
1997,1577,2,8450
1997,1452,2,1470
1998,1548,3,9380
1998,1429,1,9510
1999,1961,2,3940
1999,1922,2,1640
1999,1884,2,1780
2000,1552,1,3650
2000,1562,2,610
2000,1436,2,6520
2001,1424,1,620
2001,1532,3,4260
2002,1962,1,2420
2002,1890,2,1750
2002,1936,2,3600
2003,1442,3,4050
2003,1444,2,8400
2004,1601,2,500
2004,1702,1,400
2005,1497,1,9370
2005,1445,2,7950
2006,1928,2,3140
2006,1841,1,720
2007,1384,1,1450
2007,1161,3,7890
2007,1108,1,4090
2007,1110,1,550
2008,1128,2,5700
2008,1025,1,7940
2008,1081,2,4270
2009,1441,1,1510
2009,1457,1,5350
2009,1077,3,2430
2010,1209,3,1540
2010,1326,3,2060
2011,1202,1,2000
2011,1354,3,1240
2011,1381,3,1290
2011,1472,1,9650
2012,1889,2,3130
2012,1339,1,800
2012,1924,3,2200
2012,1985,1,2270
2013,1744,2,210
2013,1761,2,590
2013,1772,3,40
2014,1411,3,5850
2014,1452,3,1470
2015,1556,2,8020
2016,1578,1,6850
2017,1656,1,660
2017,1649,3,350
2017,1662,3,820
2018,1866,2,2150
2018,1845,2,3880
2019,1641,2,220
2019,1709,2,200
2019,1671,2,280
2020,1547,1,3030
2020,1461,1,5300
2020,1582,3,9520
2021,1176,1,6800
2021,1062,1,2230
2022,1184,1,1310
2022,1122,3,2840
2022,1780,2,960
2022,1021,2,2850
2023,1073,3,4040
2023,1676,1,200
2023,1606,3,660
2023,1620,1,850
2024,1234,1,260
2024,1282,2,1170
2024,1301,1,490
2025,1788,1,250
2025,1565,1,8370
2025,1783,1,640
2026,1240,1,1800
2026,1373,2,1010
2027,1224,1,1150
2027,1209,2,1540
2027,1461,3,5300
2027,1479,3,5700
2028,1490,1,3840
2028,1306,2,1100
2028,1748,1,170
2028,1951,1,560
2029,1401,1,1070
2029,1517,3,3610
2030,1233,3,1640
2030,1204,2,1100
2031,1681,2,920
2031,1602,2,190
2032,1545,1,3530
2032,1537,2,1370
2032,1583,1,1700
2033,1564,2,9710
2033,1462,3,5140
2034,1969,1,1310
2034,1747,2,150
2034,1422,3,4760
2035,1948,1,2470
2035,1468,3,8720
2035,1589,3,3010
2036,1872,3,3850
2036,1954,3,1270
2036,1820,3,1830
2036,1866,2,2150
2037,1888,2,2500
2038,1497,3,9370
2038,1525,1,1210
2038,1135,3,1380
2039,1174,3,8160
2039,1046,3,6130
2040,1304,1,1680
2040,1017,3,3770
2040,1373,1,1010
2041,1845,3,3880
2041,1847,3,330
2042,1177,3,4660
2042,1911,1,3680
2042,1847,2,330
2043,1732,3,380
2043,1799,3,690
2044,1745,3,430
2044,1674,2,670
2044,1763,1,860
2045,1081,2,4270
2045,1188,2,4160
2045,1070,2,4710
2046,1964,3,940
2046,1909,2,2210
2046,1925,3,1230
2047,1866,3,2150
2047,1965,2,3660
2048,1171,1,8810
2048,1902,2,3870
2048,1007,1,1140
2049,1114,3,7200
2049,1126,2,8950
2049,1327,3,840
2050,1512,3,2820
2050,1682,2,560
2050,1950,2,3250
2051,1177,2,4660
2051,1990,2,2260
2051,1103,2,6360
2052,1561,2,6540
2052,1557,3,6820
2052,1806,1,2340
2053,1517,1,3610
2053,1525,1,1210
2053,1110,2,550
2054,1971,2,2350
2054,1989,1,2980
2055,1562,1,610
2055,1795,2,680
2055,1524,2,4850
2056,1705,1,190
2056,1663,1,860
2057,1218,3,750
2057,1939,3,2440
2057,1158,2,4870
2058,1907,3,3850
2058,1805,3,180
2059,1218,2,750
2059,1765,3,570
2059,1071,3,1410
2060,1953,2,2600
2060,1948,1,2470
2060,1925,2,1230
2061,1277,3,2020
2061,1066,1,1240
2061,1114,2,7200
2062,1522,1,2450
2062,1523,3,7260
2062,1541,2,5240
2063,1906,3,3600
2063,1805,3,180
2064,1784,3,960
2064,1644,2,910
2065,1024,3,4550
2065,1091,3,2210
2066,1393,2,850
2066,1204,1,1100
2067,1944,2,1540
2067,1945,2,350
2067,1949,3,2490
2067,1448,2,5400
2068,1176,3,6800
2068,1069,3,4050
2068,1109,1,2730
2068,1189,1,8140
2069,1657,3,530
2069,1843,2,3890
2069,1981,3,660
2070,1477,1,6530
2070,1445,1,7950
2071,1968,2,2920
2071,1901,1,1990
2071,1638,2,700
2072,1625,2,470
2072,1663,1,860
2073,1381,3,1290
2073,1262,3,430
2074,1629,1,640
2074,1751,2,610
2075,1577,2,8450
2075,1842,2,1980
2075,1349,3,1190
2076,1137,2,5550
2076,1242,3,1990
2077,1160,1,7710
2077,1129,1,2600
2077,1149,1,6440
2078,1810,2,730
2078,1982,2,3180
2079,1688,2,410
2079,1057,2,660
2079,1910,2,1300
2079,1566,3,1200
2080,1608,3,470
2080,1541,1,5240
2080,1502,3,3600
2080,1527,3,4800
2081,1474,1,1850
2081,1527,2,4800
2082,1772,2,40
2082,1606,3,660
2083,1769,2,930
2083,1691,2,760
2083,1661,1,260
2084,1702,2,400
2085,1632,3,890
2085,1726,3,840
2085,1959,3,2930
2086,1840,3,2700
2086,1826,3,2240
2086,1966,3,700
2086,1946,2,2150
2087,1412,2,7650
2087,1151,3,2700
2087,1007,3,1140
2088,1672,1,470
2088,1646,3,990
2089,1724,3,180
2089,1861,3,1530
2089,1862,2,3720
2090,1783,2,640
2090,1663,1,860
2091,1725,3,30
2091,1783,1,640
2092,1947,2,2330
2092,1805,1,180
2093,1283,2,1630
2093,1285,3,2140
2094,1060,3,510
2094,1101,3,1240
2094,1039,3,4490
2095,1377,3,440
2095,1890,3,1750
2095,1882,1,2200
2096,1211,1,1930
2096,1221,3,1940
2096,1350,2,1220
2097,1769,2,930
2097,1749,3,650
2097,1631,3,830
2098,1547,1,3030
2098,1581,1,5930
2098,1542,3,1800
2099,1525,2,1210
2099,1437,2,1200
2099,1366,2,1830
2100,1321,2,2350
2100,1210,2,1680
2100,1271,1,1860
2101,1187,2,7550
2101,1111,3,3260
2102,1968,2,2920
2102,1597,2,7910
2102,1511,3,6900
2103,1313,2,2340
2103,1227,3,1150
2103,1260,3,1090
2103,1331,1,140
2104,1112,3,8550
2104,1163,2,1750
2104,1723,3,340
2105,1331,3,140
2105,1356,3,1670
2105,1301,2,490
2105,1230,3,940
2106,1075,2,2770
2106,1077,2,2430
2106,1054,3,330
2107,1291,3,1760
2107,1107,1,1830
2107,1191,3,7140
2108,1817,2,990
2108,1909,1,2210
2109,1526,3,3270
2109,1079,1,6010
2110,1459,2,2080
2110,1596,2,5390
2111,1177,2,4660
2111,1499,2,2990
2111,1084,1,6960
2111,1183,3,5930
2112,1264,1,1420
2112,1273,1,250
2113,1589,3,3010
2114,1249,2,810
2114,1343,2,340
2115,1929,1,1860
2115,1924,1,2200
2115,1925,1,1230
2116,1179,1,6860
2116,1973,1,680
2116,1831,1,2830
2117,1612,3,770
2117,1766,2,740
2117,1214,2,1880
2118,1633,1,950
2118,1759,2,160
2118,1017,2,3770
2118,1367,3,270
2119,1290,3,380
2119,1331,1,140
2119,1028,1,3770
2119,1221,1,1940
2120,1321,1,2350
2120,1330,2,2070
2120,1311,1,390
2121,1865,2,480
2121,1849,3,2960
2121,1924,3,2200
2121,1599,2,980
2122,1849,2,2960
2122,1945,2,350
2122,1844,1,3200
2123,1609,2,130
2123,1651,2,840
2123,1701,1,260
2124,1296,3,970
2124,1948,2,2470
2124,1799,3,690
2125,1769,2,930
2125,1671,2,280
2126,1259,2,320
2127,1176,3,6800
2127,1075,1,2770
2127,1124,1,8490
2128,1945,2,350
2128,1987,3,1600
2129,1330,2,2070
2129,1091,1,2210
2129,1007,2,1140
2130,1605,2,50
2130,1663,3,860
2131,1945,1,350
2131,1967,2,3100
2132,1128,2,5700
2132,1090,1,4980
2132,1061,3,1680
2133,1769,3,930
2133,1621,2,890
2133,1630,3,150
2133,1751,3,610
2134,1201,3,2490
2134,1354,1,1240
2134,1322,1,200
2135,1251,3,530
2135,1947,1,2330
2136,1804,1,3000
2136,1869,1,1670
2136,1925,1,1230
2136,1190,3,8720
2137,1713,3,620
2137,1932,2,2860
2137,1020,1,6230
2138,1040,2,2610
2138,1104,2,7110
2138,1007,1,1140
2139,1881,2,2570
2139,1242,2,1990
2139,1394,1,720
2139,1381,1,1290
2140,1328,1,740
2140,1011,3,3520
2140,1087,1,860
2141,1680,3,640
2141,1441,3,1510
2141,1417,1,6520
2142,1283,3,1630
2142,1364,1,1820
2142,1229,1,280
2143,1625,1,470
2143,1723,1,340
2144,1312,1,2370
2144,1517,3,3610
2144,1485,2,1240
2145,1668,3,140
2145,1645,3,100
2146,1769,2,930
2146,1109,3,2730
2146,1005,3,5430
2146,1181,2,3510
2147,1768,1,410
2147,1484,2,4580
2147,1703,2,910
2148,1321,3,2350
2148,1322,1,200
2148,1341,2,360
2149,1253,3,1900
2149,1894,3,150
2149,1807,1,1370
2150,1154,2,8410
2150,1086,1,1000
2151,1296,2,970
2151,1900,2,170
2151,1164,2,3420
2152,1544,3,9170
2152,1549,3,9180
2153,1968,3,2920
2153,1981,1,660
2154,1930,1,450
2154,1942,2,520
2155,1145,3,2070
2155,1069,1,4050
2155,1121,2,6460
2156,1337,3,860
2156,1562,3,610
2156,1421,2,3920
2157,1174,2,8160
2157,1580,3,8870
2157,1126,3,8950
2158,1561,3,6540
2158,1404,3,1520
2158,1463,1,810
2159,1208,2,950
2159,1341,1,360
2160,1089,2,3610
2160,1021,2,2850
2160,1005,3,5430
2161,1091,1,2210
2161,1135,1,1380
2162,1284,2,1330
2162,1383,2,2140
2163,1363,3,1390
2163,1300,2,1140
2163,1349,2,1190
2163,1243,2,1730
2164,1592,3,9020
2164,1451,3,540
2165,1484,3,4580
2165,1582,1,9520
2166,1497,1,9370
2166,1525,3,1210
2167,1422,3,4760
2168,1385,2,710
2168,1226,1,2420
2168,1979,1,2310
2169,1989,3,2980
2169,1871,3,2470
2170,1940,3,820
2170,1285,2,2140
2170,1286,2,670
2171,1547,2,3030
2171,1814,1,750
2171,1103,3,6360
2172,1121,1,6460
2172,1148,1,8540
2172,1030,2,360
2173,1184,1,1310
2173,1081,1,4270
2173,1182,1,1240
2174,1336,3,2360
2174,1239,2,2460
2175,1766,1,740
2175,1938,3,940
2175,1034,3,3980
2175,1558,1,2190
2176,1889,3,3130
2176,1871,2,2470
2177,1215,2,1190
2178,1985,1,2270
2178,1947,2,2330
2179,1729,2,220
2179,1611,1,280
2179,1807,3,1370
2180,1035,1,3800
2180,1181,3,3510
2181,1139,2,1880
2182,1134,3,920
2182,1143,1,7820
2183,1691,2,760
2183,1931,3,450
2183,1749,1,650
2184,1378,2,1530
2184,1523,2,7260
2184,1870,2,3620
2184,1503,1,7140
2185,1994,1,1870
2185,1012,3,4950
2185,1143,2,7820
2186,1841,1,720
2186,1899,1,360
2186,1828,3,1120
2187,1340,2,1890
2187,1053,3,4550
2188,1069,2,4050
2188,1398,3,1270
2189,1282,1,1170
2189,1341,1,360
2189,1254,3,2270
2190,1168,3,1670
2190,1181,2,3510
2190,1150,3,5100
2191,1772,3,40
2191,1686,1,840
2192,1706,3,680
2192,1732,2,380
2193,1681,1,920
2193,1642,2,710
2194,1521,2,9530
2194,1457,2,5350
2195,1880,3,1460
2195,1002,2,6710
2195,1004,1,2030
2195,1141,1,3170
2196,1497,3,9370
2196,1445,2,7950
2196,1718,1,230
2197,1928,1,3140
2197,1921,3,1770
2198,1649,1,350
2198,1611,1,280
2199,1849,1,2960
2199,1844,1,3200
2199,1566,1,1200
2200,1160,3,7710
2200,1689,1,400
2200,1751,2,610
2201,1229,3,280
2201,1206,2,1140
2202,1026,2,6960
2202,1074,1,4150
2202,1031,2,7780
2203,1785,3,310
2203,1659,3,890
2204,1764,3,760
2204,1780,2,960
2204,1631,2,830
2205,1472,3,9650
2205,1571,1,3320
2205,1949,1,2490
2206,1264,2,1420
2206,1313,1,2340
2206,1628,3,950
2207,1481,2,4690
2207,1570,2,1010
2207,1295,2,640
2208,1025,1,7940
2208,1161,1,7890
2208,1169,2,4270
2209,1601,1,500
2209,1669,3,830
2209,1751,1,610
2210,1257,1,1430
2210,1954,3,1270
2210,1940,2,820
2210,1926,3,1250
2211,1301,2,490
2211,1374,3,550
2211,1302,3,700
2212,1384,1,1450
2212,1253,2,1900
2213,1104,3,7110
2213,1057,2,660
2213,1083,1,6770
2214,1662,1,820
2214,1708,2,50
2214,1718,2,230
2215,1409,2,9780
2216,1602,3,190
2216,1325,1,2090
2216,1366,1,1830
2217,1986,2,2400
2217,1850,3,3600
2217,1923,3,530
2218,1241,1,990
2218,1898,3,1210
2218,1350,2,1220
2218,1351,3,1650
2219,1478,3,9700
2219,1455,1,8230
2220,1339,2,800
2220,1451,1,540
2220,1492,2,3840
2221,1484,3,4580
2221,1501,1,1290
2221,1542,2,1800
2222,1401,2,1070
2222,1378,1,1530
2222,1457,1,5350
2223,1195,2,440
2223,1111,2,3260
2224,1656,1,660
2224,1944,3,1540
2224,1551,2,1360
2225,1131,3,2310
2225,1195,3,440
2225,1927,3,3340
2226,1448,1,5400
2226,1489,1,1150
2227,1649,3,350
2227,1247,1,970
2227,1631,2,830
2228,1121,1,6460
2228,1044,1,3810
2228,1062,1,2230
2229,1601,2,500
2229,1682,1,560
2230,1192,3,2100
2230,1003,1,560
2230,1246,1,1710
2231,1588,3,5840
2231,1429,1,9510
2231,1060,1,510
2232,1441,2,1510
2232,1457,3,5350
2233,1154,2,8410
2233,1091,1,2210
2233,1190,3,8720
2233,1095,2,4250
2234,1264,1,1420
2234,1313,2,2340
2234,1240,3,1800
2235,1297,2,260
2235,1691,3,760
2235,1629,2,640
2236,1776,2,920
2236,1981,1,660
2236,1823,3,710
2237,1439,2,7800
2237,1993,3,3620
2237,1998,2,2840
2237,1511,2,6900
2238,1529,3,3900
2238,1803,1,2790
2238,1428,3,6140
2239,1024,1,4550
2239,1123,1,2770
2239,1136,3,5000
2239,1197,1,5460
2240,1762,2,430
2240,1699,3,350
2241,1071,1,1410
2241,1047,3,4280
2242,1171,3,8810
2242,1135,3,1380
2243,1156,3,3660
2243,1621,2,890
2243,1622,1,80
2244,1944,1,1540
2244,1905,3,3530
2244,1869,3,1670
2245,1213,1,110
2246,1929,1,1860
2246,1964,2,940
2246,1214,3,1880
2247,1964,2,940
2247,1869,2,1670
2248,1216,3,1530
2248,1942,1,520
2248,1918,1,980
2249,1042,2,800
2249,1091,2,2210
2249,1180,2,3480
2250,1305,2,290
2250,1226,1,2420
2251,1986,1,2400
2251,1828,2,1120
2252,1521,2,9530
2252,1506,3,7160
2252,1558,2,2190
2253,1081,1,4270
2253,1377,1,440
2253,1045,2,3950
2253,1189,2,8140
2254,1585,2,4190
2254,1457,2,5350
2255,1689,1,400
2255,1839,2,2980
2256,1753,3,400
2256,1660,2,850
2256,1646,3,990
2256,1727,1,460
2257,1285,1,2140
2257,1286,1,670
2258,1904,1,1480
2258,1809,2,1740
2258,1807,2,1370
2259,1544,1,9170
2259,1541,2,5240
2259,1582,1,9520
2260,1059,3,8350
2260,1053,3,4550
2260,1007,3,1140
2261,1641,3,220
2261,1669,1,830
2261,1671,3,280
2262,1930,3,450
2262,1942,2,520
2263,1848,3,2000
2263,1861,2,1530
2264,1011,1,3520
2264,1055,3,5100
2265,1249,3,810
2265,1326,1,2060
2266,1809,3,1740
2266,1532,1,4260
2266,1591,3,4260
2267,1873,2,2420
2267,1861,3,1530
2267,1823,3,710
2268,1576,2,2270
2268,1025,2,7940
2269,1241,1,990
2269,1282,3,1170
2270,1804,2,3000
2270,1829,2,2630
2270,1340,1,1890
2271,1816,3,1120
2271,1977,1,1600
2271,1965,1,3660
2271,1982,3,3180
2272,1808,1,2490
2272,1821,1,1800
2272,1279,2,1840
2273,1704,2,70
2273,1219,1,780
2273,1078,3,1990
2274,1864,2,2160
2274,1328,3,740
2274,1949,1,2490
2275,1104,2,7110
2275,1133,2,1300
2276,1986,3,2400
2276,1571,1,3320
2276,1492,1,3840
2277,1178,3,6790
2277,1156,3,3660
2277,1135,3,1380
2278,1628,3,950
2278,1694,2,190
2279,1788,2,250
2279,1743,2,190
2280,1217,3,750
2280,1322,2,200
2280,1211,1,1930
2281,1357,2,840
2281,1309,2,850
2281,1366,2,1830
2282,1308,3,480
2282,1261,3,1000
2283,1928,3,3140
2283,1521,2,9530
2283,1457,2,5350
2284,1281,2,1170
2284,1322,3,200
2284,1374,1,550
2285,1665,2,890
2285,1846,1,3110
2285,1703,2,910
2286,1689,3,400
2286,1380,3,1440
2286,1661,1,260
2286,1711,1,410
2287,1308,1,480
2287,1437,1,1200
2287,1967,1,3100
2288,1549,3,9180
2289,1810,1,730
2289,1942,3,520
2290,1481,1,4690
2290,1467,1,8810
2290,1765,3,570
2290,1942,2,520
2291,1961,1,3940
2291,1943,1,3020
2292,1145,3,2070
2292,1052,2,5560
2292,1023,1,3550
2293,1614,2,410
2293,1774,3,380
2294,1097,3,5960
2294,1481,2,4690
2294,1776,1,920
2294,1634,3,740
2295,1521,2,9530
2295,1409,2,9780
2295,1583,2,1700
2296,1800,2,450
2296,1650,1,820
2296,1661,1,260
2296,1674,3,670
2297,1324,2,1040
2297,1253,1,1900
2298,1349,1,1190
2298,1223,2,1440
2299,1483,2,4030
2299,1541,1,5240
2300,1968,2,2920
2300,1828,1,1120
2300,1981,3,660
2301,1442,1,4050
2301,1524,1,4850
2301,1517,2,3610
2302,1754,1,620
2302,1717,1,610
2302,1743,2,190
2303,1448,1,5400
2303,1554,2,8540
2303,1423,3,3860
2304,1328,3,740
2304,1261,3,1000
2305,1696,1,800
2305,1874,1,940
2305,1291,1,1760
2305,1852,1,2960
2306,1800,3,450
2306,1638,1,700
2306,1694,2,190
2307,1752,2,730
2307,1646,1,990
2308,1340,3,1890
2308,1301,1,490
2309,1682,3,560
2309,1623,1,900
2310,1155,3,7750
2310,1031,1,7780
2311,1328,2,740
2311,1241,3,990
2312,1802,1,1270
2312,1060,3,510
2312,1870,1,3620
2313,1672,3,470
2313,1786,1,330
2313,1455,3,8230
2314,1178,3,6790
2315,1304,3,1680
2315,1233,1,1640
2316,1268,1,1690
2316,1381,3,1290
2317,1328,3,740
2317,1321,1,2350
2317,1939,3,2440
2318,1874,3,940
2318,1171,2,8810
2318,1135,2,1380
2319,1184,1,1310
2319,1057,1,660
2319,1019,2,3650
2320,1357,2,840
2320,1311,1,390
2321,1425,3,5450
2321,1543,1,7930
2322,1585,2,4190
2322,1477,3,6530
2323,1123,3,2770
2323,1125,1,5320
2323,1110,3,550
2324,1171,1,8810
2324,1167,2,2520
2325,1671,2,280
2325,1605,3,50
2325,1703,1,910
2326,1121,3,6460
2326,1045,3,3950
2326,1129,3,2600
2327,1524,2,4850
2327,1422,1,4760
2328,1788,3,250
2328,1663,3,860
2329,1941,2,2700
2329,1942,2,520
2330,1080,3,1830
2330,1161,1,7890
2330,1760,2,610
2330,1179,1,6860
2331,1128,1,5700
2331,1792,2,760
2331,1452,2,1470
2332,1195,2,440
2332,1111,1,3260
2333,1174,1,8160
2333,1086,3,1000
2334,1721,3,120
2334,1692,1,460
2334,1646,3,990
2335,1701,3,260
2335,1742,1,500
2336,1832,1,3880
2336,1805,3,180
2337,1162,1,6800
2337,1124,2,8490
2337,1021,2,2850
2338,1186,1,3950
2338,1908,1,1040
2338,1981,1,660
2339,1394,1,720
2340,1602,2,190
2340,1661,1,260
2341,1667,3,570
2341,1780,2,960
2342,1801,2,3240
2342,1883,2,300
2343,1313,3,2340
2343,1969,3,1310
2343,1401,2,1070
2344,1785,3,310
2344,1698,2,560
2344,1613,1,730
2345,1497,2,9370
2345,1068,2,690
2345,1461,3,5300
2346,1685,2,680
2346,1663,3,860
2347,1441,2,1510
2347,1562,2,610
2347,1541,1,5240
2347,1510,2,8660
2348,1248,2,2370
2348,1201,2,2490
2349,1792,3,760
2349,1685,2,680
2349,1783,3,640
2350,1511,3,6900
2350,1587,3,4440
2350,1463,2,810
2351,1891,2,760
2351,1909,3,2210
2352,1444,1,8400
2352,1542,1,1800
2353,1864,2,2160
2353,1985,1,2270
2353,1989,3,2980
2353,1479,2,5700
2354,1808,2,2490
2354,1651,3,840
2354,1277,3,2020
2355,1360,1,2290
2355,1059,2,8350
2355,1140,1,4390
2355,1021,3,2850
2356,1401,2,1070
2356,1442,1,4050
2356,1564,1,9710
2356,1215,1,1190
2357,1869,3,1670
2357,1871,2,2470
2358,1037,3,7910
2358,1062,2,2230
2359,1049,2,7950
2359,1101,1,1240
2359,1125,3,5320
2360,1114,3,7200
2360,1053,2,4550
2360,1709,2,200
2361,1978,1,1320
2361,1905,2,3530
2361,1906,3,3600
2362,1599,1,980
2363,1906,2,3600
2363,1885,3,2330
2364,1648,3,120
2364,1722,1,150
2365,1521,1,9530
2365,1422,1,4760
2365,1487,3,5040
2366,1104,1,7110
2366,1537,2,1370
2366,1445,1,7950
2367,1604,3,660
2367,1725,1,30
2367,1743,2,190
2368,1401,3,1070
2368,1467,2,8810
2368,1462,1,5140
2369,1344,2,1670
2369,1730,3,850
2369,1034,3,3980
2370,1937,3,1890
2370,1694,3,190
2371,1074,3,4150
2371,1235,3,940
2371,1046,3,6130
2372,1482,3,2010
2372,1379,1,2460
2372,1444,2,8400
2372,1421,2,3920
2373,1180,3,3480
2373,1567,1,1200
2374,1508,2,3680
2374,1509,1,6460
2375,1202,3,2000
2375,1381,2,1290
2375,1294,1,1810
2376,1905,3,3530
2376,1882,2,2200
2376,1870,1,3620
2377,1600,2,5300
2377,1681,2,920
2378,1584,2,8420
2378,1442,3,4050
2378,1690,1,230
2379,1166,1,4630
2379,1522,2,2450
2379,1219,1,780
2379,1878,3,2920
2380,1840,1,2700
2380,1859,1,3510
2380,1959,3,2930
2381,1068,2,690
2381,1141,2,3170
2381,1110,1,550
2382,1761,2,590
2382,1659,2,890
2382,1749,3,650
2382,1751,3,610
2383,1203,1,1180
2383,1284,1,1330
2383,1053,1,4550
2384,1944,3,1540
2384,1927,3,3340
2385,1489,2,1150
2385,1444,3,8400
2385,1553,2,1060
2385,1415,2,7580
2386,1800,3,450
2386,1889,1,3130
2386,1804,2,3000
2387,1418,1,2260
2387,1538,1,2090
2387,1586,2,4850
2387,1583,3,1700
2388,1368,1,2470
2388,1241,1,990
2389,1288,2,430
2389,1321,1,2350
2389,1559,1,6220
2390,1849,1,2960
2390,1242,1,1990
2390,1964,3,940
2391,1032,3,4990
2391,1186,2,3950
2391,1100,1,1760
2391,1134,2,920
2392,1749,3,650
2392,1621,1,890
2392,1671,2,280
2393,1648,1,120
2393,1611,2,280
2393,1612,1,770
2394,1122,2,2840
2394,1003,1,560
2395,1561,2,6540
2395,1403,1,7360
2396,1709,3,200
2396,1631,1,830
2397,1467,3,8810
2397,1508,2,3680
2397,1494,1,8550
2398,1597,2,7910
2398,1421,1,3920
2398,1439,1,7800
2399,1129,1,2600
2399,1194,2,6050
2399,1107,1,1830
2399,1173,3,5840
2400,1921,2,1770
2400,1923,3,530
2401,1661,3,260
2401,1742,2,500
2401,1558,3,2190
2402,1091,1,2210
2402,1075,2,2770
2403,1507,1,4030
2403,1435,3,8400
2404,1825,2,1270
2404,1826,1,2240
2405,1825,1,1270
2405,1906,1,3600
2405,1524,3,4850
2406,1257,2,1430
2406,1557,2,6820
2406,1485,2,1240
2407,1409,1,9780
2407,1468,1,8720
2407,1573,1,1420
2408,1666,3,380
2408,1732,1,380
2409,1241,1,990
2409,1660,2,850
2409,1382,1,1080
2410,1233,1,1640
2410,1204,2,1100
2411,1172,1,7540
2411,1526,2,3270
2411,1143,2,7820
2412,1629,2,640
2412,1751,3,610
2413,1562,3,610
2413,1581,2,5930
2413,1567,2,1200
2414,1042,2,800
2414,1035,1,3800
2414,1028,1,3770
2415,1625,3,470
2415,1789,3,150
2415,1733,3,480
2416,1444,1,8400
2417,1425,1,5450
2417,1505,1,6830
2417,1463,1,810
2418,1361,1,1730
2418,1460,3,8720
2418,1853,2,2170
2419,1921,3,1770
2419,1862,3,3720
2420,1384,3,1450
2420,1363,1,1390
2421,1004,2,2030
2421,1165,1,6230
2422,1826,3,2240
2422,1845,1,3880
2422,1822,2,2200
2423,1482,3,2010
2423,1079,3,6010
2424,1809,1,1740
2424,1884,2,1780
2424,1985,3,2270
2425,1529,2,3900
2425,1458,3,2260
2425,1486,2,580
2425,1599,1,980
2426,1384,1,1450
2426,1273,2,250
2427,1386,1,320
2427,1229,2,280
2428,1428,3,6140
2428,1508,1,3680
2428,1446,3,7360
2429,1713,3,620
2430,1309,3,850
2430,1286,3,670
2430,1213,2,110
2431,1417,1,6520
2431,1461,2,5300
2432,1602,2,190
2432,1981,3,660
2432,1903,3,1290
2433,1937,3,1890
2433,1285,1,2140
2433,1139,3,1880
2433,1645,3,100
2434,1649,2,350
2434,1763,3,860
2434,1799,1,690
2435,1188,2,4160
2435,1061,2,1680
2435,1070,1,4710
2436,1864,3,2160
2436,1889,1,3130
2437,1225,3,1070
2437,1358,3,1630
2437,1270,1,960
2437,1377,1,440
2438,1328,1,740
2438,1301,3,490
2438,1015,1,6000
2439,1089,1,3610
2439,1161,1,7890
2439,1085,3,970
2439,1685,2,680
2440,1752,3,730
2440,1686,1,840
2441,1403,3,7360
2441,1557,2,6820
2441,1471,1,9800
2442,1961,1,3940
2442,1982,2,3180
2443,1888,1,2500
2443,1841,3,720
2444,1321,1,2350
2444,1222,1,1290
2445,1281,3,1170
2445,1394,1,720
2445,1242,1,1990
2446,1521,2,9530
2446,1537,3,1370
2447,1265,2,670
2447,1366,1,1830
2447,1583,1,1700
2448,1072,3,2920
2448,1033,3,7320
2448,1060,1,510
2448,1079,2,6010
2449,1361,1,1730
2449,1196,2,1290
2449,1262,3,430
2450,1380,1,1440
2450,1484,3,4580
2450,1214,3,1880
2451,1520,2,560
2451,1750,2,240
2451,1039,2,4490
2452,1641,3,220
2452,1729,2,220
2452,1791,2,870
2453,1504,3,9280
2453,1401,3,1070
2453,1778,3,930
2453,1582,3,9520
2454,1864,1,2160
2454,1009,3,1970
2454,1887,2,2280
2454,1647,3,880
2455,1384,2,1450
2455,1883,2,300
2455,1303,2,320
2456,1761,3,590
2456,1611,2,280
2456,1669,2,830
